Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 1283.03, Los Angeles County, California",6037128303,128303,1339,906,67.66,246.00,18.37,35.00,2.61,93.00,6.95,59.00,4.41
"Census Tract 1284, Los Angeles County, California",6037128400,128400,2049,1608,78.48,203.00,9.91,17.00,0.83,0.00,0.00,169.00,8.25
"Census Tract 1285, Los Angeles County, California",6037128500,128500,2514,2086,82.98,98.00,3.90,66.00,2.63,30.00,1.19,192.00,7.64
"Census Tract 1286.01, Los Angeles County, California",6037128601,128601,2307,1802,78.11,264.00,11.44,0.00,0.00,73.00,3.16,150.00,6.50
"Census Tract 1286.02, Los Angeles County, California",6037128602,128602,1670,1349,80.78,58.00,3.47,0.00,0.00,0.00,0.00,232.00,13.89
"Census Tract 1287.02, Los Angeles County, California",6037128702,128702,3295,2828,85.83,51.00,1.55,0.00,0.00,160.00,4.86,181.00,5.49
"Census Tract 1288.01, Los Angeles County, California",6037128801,128801,2030,1800,88.67,22.00,1.08,0.00,0.00,0.00,0.00,187.00,9.21
"Census Tract 1288.02, Los Angeles County, California",6037128802,128802,2815,2483,88.21,32.00,1.14,0.00,0.00,32.00,1.14,232.00,8.24
"Census Tract 1289.10, Los Angeles County, California",6037128910,128910,2380,1888,79.33,76.00,3.19,11.00,0.46,9.00,0.38,320.00,13.45
"Census Tract 1310.10, Los Angeles County, California",6037131010,131010,3118,2488,79.79,242.00,7.76,61.00,1.96,34.00,1.09,79.00,2.53
"Census Tract 1310.20, Los Angeles County, California",6037131020,131020,2791,2286,81.91,98.00,3.51,27.00,0.97,56.00,2.01,106.00,3.80
"Census Tract 1311, Los Angeles County, California",6037131100,131100,1802,1618,89.79,78.00,4.33,0.00,0.00,0.00,0.00,106.00,5.88
"Census Tract 1312, Los Angeles County, California",6037131200,131200,1696,1544,91.04,46.00,2.71,10.00,0.59,0.00,0.00,84.00,4.95
"Census Tract 1313, Los Angeles County, California",6037131300,131300,2376,2239,94.23,65.00,2.74,0.00,0.00,0.00,0.00,52.00,2.19
"Census Tract 1314, Los Angeles County, California",6037131400,131400,3115,2592,83.21,163.00,5.23,22.00,0.71,62.00,1.99,188.00,6.04
"Census Tract 1316, Los Angeles County, California",6037131600,131600,2670,2166,81.12,52.00,1.95,8.00,0.30,16.00,0.60,235.00,8.80
"Census Tract 1317.01, Los Angeles County, California",6037131701,131701,2388,2003,83.88,116.00,4.86,0.00,0.00,30.00,1.26,180.00,7.54
"Census Tract 1317.02, Los Angeles County, California",6037131702,131702,1822,1567,86.00,92.00,5.05,13.00,0.71,33.00,1.81,34.00,1.87
"Census Tract 1318, Los Angeles County, California",6037131800,131800,2886,2107,73.01,330.00,11.43,51.00,1.77,76.00,2.63,175.00,6.06
"Census Tract 1319, Los Angeles County, California",6037131900,131900,2285,1931,84.51,101.00,4.42,30.00,1.31,0.00,0.00,119.00,5.21
"Census Tract 1320.01, Los Angeles County, California",6037132001,132001,1689,1420,84.07,175.00,10.36,0.00,0.00,0.00,0.00,94.00,5.57
"Census Tract 1320.02, Los Angeles County, California",6037132002,132002,1766,1663,94.17,7.00,0.40,8.00,0.45,13.00,0.74,69.00,3.91
"Census Tract 1321.01, Los Angeles County, California",6037132101,132101,2270,1705,75.11,220.00,9.69,47.00,2.07,96.00,4.23,177.00,7.80
"Census Tract 1321.02, Los Angeles County, California",6037132102,132102,2658,2267,85.29,187.00,7.04,0.00,0.00,29.00,1.09,143.00,5.38
"Census Tract 1323, Los Angeles County, California",6037132300,132300,3602,2927,81.26,199.00,5.52,18.00,0.50,118.00,3.28,156.00,4.33
"Census Tract 1325.01, Los Angeles County, California",6037132501,132501,1721,1548,89.95,48.00,2.79,0.00,0.00,21.00,1.22,38.00,2.21
"Census Tract 1325.02, Los Angeles County, California",6037132502,132502,1666,1430,85.83,103.00,6.18,0.00,0.00,50.00,3.00,33.00,1.98
"Census Tract 1327, Los Angeles County, California",6037132700,132700,2406,1846,76.72,355.00,14.75,16.00,0.67,67.00,2.78,70.00,2.91
"Census Tract 1329, Los Angeles County, California",6037132900,132900,1764,1528,86.62,21.00,1.19,0.00,0.00,4.00,0.23,158.00,8.96
"Census Tract 1330, Los Angeles County, California",6037133000,133000,2023,1822,90.06,34.00,1.68,8.00,0.40,0.00,0.00,57.00,2.82
"Census Tract 1331, Los Angeles County, California",6037133100,133100,2751,2091,76.01,252.00,9.16,69.00,2.51,48.00,1.74,201.00,7.31
"Census Tract 1340.01, Los Angeles County, California",6037134001,134001,1987,1538,77.40,155.00,7.80,61.00,3.07,30.00,1.51,60.00,3.02
"Census Tract 1340.02, Los Angeles County, California",6037134002,134002,1783,1497,83.96,70.00,3.93,29.00,1.63,32.00,1.79,94.00,5.27
"Census Tract 1341.01, Los Angeles County, California",6037134101,134101,2697,2057,76.27,189.00,7.01,0.00,0.00,53.00,1.97,91.00,3.37
"Census Tract 1341.03, Los Angeles County, California",6037134103,134103,2394,2114,88.30,104.00,4.34,0.00,0.00,0.00,0.00,176.00,7.35
"Census Tract 1341.04, Los Angeles County, California",6037134104,134104,2123,1709,80.50,94.00,4.43,0.00,0.00,39.00,1.84,173.00,8.15
"Census Tract 1342.01, Los Angeles County, California",6037134201,134201,2014,1797,89.23,24.00,1.19,15.00,0.74,0.00,0.00,165.00,8.19
"Census Tract 1343.02, Los Angeles County, California",6037134302,134302,1817,1663,91.52,32.00,1.76,18.00,0.99,21.00,1.16,73.00,4.02
"Census Tract 1343.03, Los Angeles County, California",6037134303,134303,3046,2435,79.94,138.00,4.53,39.00,1.28,129.00,4.24,160.00,5.25
"Census Tract 1343.04, Los Angeles County, California",6037134304,134304,1237,1135,91.75,47.00,3.80,20.00,1.62,0.00,0.00,29.00,2.34
"Census Tract 1343.05, Los Angeles County, California",6037134305,134305,2083,1393,66.87,304.00,14.59,75.00,3.60,192.00,9.22,59.00,2.83
"Census Tract 1343.06, Los Angeles County, California",6037134306,134306,1908,1677,87.89,90.00,4.72,57.00,2.99,23.00,1.21,44.00,2.31
"Census Tract 1344.21, Los Angeles County, California",6037134421,134421,1711,1521,88.90,41.00,2.40,0.00,0.00,0.00,0.00,123.00,7.19
"Census Tract 1344.22, Los Angeles County, California",6037134422,134422,2503,2266,90.53,54.00,2.16,19.00,0.76,8.00,0.32,156.00,6.23
"Census Tract 1344.23, Los Angeles County, California",6037134423,134423,1619,1425,88.02,55.00,3.40,0.00,0.00,6.00,0.37,118.00,7.29
"Census Tract 1344.24, Los Angeles County, California",6037134424,134424,1236,1017,82.28,44.00,3.56,0.00,0.00,6.00,0.49,124.00,10.03
"Census Tract 1345.20, Los Angeles County, California",6037134520,134520,2672,2008,75.15,242.00,9.06,84.00,3.14,132.00,4.94,102.00,3.82
"Census Tract 1345.21, Los Angeles County, California",6037134521,134521,1651,1106,66.99,263.00,15.93,0.00,0.00,63.00,3.82,17.00,1.03
"Census Tract 1345.22, Los Angeles County, California",6037134522,134522,1794,1343,74.86,115.00,6.41,53.00,2.95,66.00,3.68,120.00,6.69
"Census Tract 1347.10, Los Angeles County, California",6037134710,134710,2783,1989,71.47,388.00,13.94,27.00,0.97,53.00,1.90,159.00,5.71
"Census Tract 1347.20, Los Angeles County, California",6037134720,134720,2411,1971,81.75,91.00,3.77,68.00,2.82,113.00,4.69,112.00,4.65
"Census Tract 1348, Los Angeles County, California",6037134800,134800,3128,2866,91.62,109.00,3.48,13.00,0.42,41.00,1.31,85.00,2.72
"Census Tract 1349.01, Los Angeles County, California",6037134901,134901,1366,1163,85.14,115.00,8.42,2.00,0.15,0.00,0.00,86.00,6.30
"Census Tract 1349.03, Los Angeles County, California",6037134903,134903,3372,2596,76.99,303.00,8.99,0.00,0.00,134.00,3.97,114.00,3.38
"Census Tract 1349.04, Los Angeles County, California",6037134904,134904,2305,1965,85.25,119.00,5.16,56.00,2.43,10.00,0.43,112.00,4.86
"Census Tract 1349.05, Los Angeles County, California",6037134905,134905,2373,2027,85.42,24.00,1.01,20.00,0.84,68.00,2.87,179.00,7.54
"Census Tract 1351.02, Los Angeles County, California",6037135102,135102,1760,1361,77.33,30.00,1.70,0.00,0.00,27.00,1.53,303.00,17.22
"Census Tract 1351.11, Los Angeles County, California",6037135111,135111,1589,1397,87.92,26.00,1.64,0.00,0.00,15.00,0.94,106.00,6.67
"Census Tract 1351.13, Los Angeles County, California",6037135113,135113,1458,1189,81.55,47.00,3.22,0.00,0.00,65.00,4.46,147.00,10.08
"Census Tract 1351.14, Los Angeles County, California",6037135114,135114,2133,1603,75.15,152.00,7.13,43.00,2.02,232.00,10.88,65.00,3.05
"Census Tract 1352.01, Los Angeles County, California",6037135201,135201,1262,1045,82.81,42.00,3.33,0.00,0.00,28.00,2.22,147.00,11.65
"Census Tract 1352.02, Los Angeles County, California",6037135202,135202,1938,1708,88.13,53.00,2.73,0.00,0.00,5.00,0.26,133.00,6.86
"Census Tract 1352.03, Los Angeles County, California",6037135203,135203,3323,2937,88.38,47.00,1.41,20.00,0.60,16.00,0.48,303.00,9.12
"Census Tract 1370, Los Angeles County, California",6037137000,137000,2310,1997,86.45,69.00,2.99,0.00,0.00,49.00,2.12,161.00,6.97
"Census Tract 1371.03, Los Angeles County, California",6037137103,137103,2910,2685,92.27,42.00,1.44,0.00,0.00,93.00,3.20,90.00,3.09
"Census Tract 1371.04, Los Angeles County, California",6037137104,137104,1340,1165,86.94,11.00,0.82,31.00,2.31,15.00,1.12,118.00,8.81
"Census Tract 1372.01, Los Angeles County, California",6037137201,137201,2922,2351,80.46,94.00,3.22,33.00,1.13,253.00,8.66,186.00,6.37
"Census Tract 1373.01, Los Angeles County, California",6037137301,137301,1169,1032,88.28,20.00,1.71,0.00,0.00,0.00,0.00,98.00,8.38
"Census Tract 1373.02, Los Angeles County, California",6037137302,137302,1965,1729,87.99,21.00,1.07,0.00,0.00,0.00,0.00,190.00,9.67
"Census Tract 1374.01, Los Angeles County, California",6037137401,137401,2006,1591,79.31,16.00,0.80,19.00,0.95,110.00,5.48,249.00,12.41
"Census Tract 1374.02, Los Angeles County, California",6037137402,137402,2076,1694,81.60,56.00,2.70,0.00,0.00,0.00,0.00,299.00,14.40
"Census Tract 1375.01, Los Angeles County, California",6037137501,137501,2023,1739,85.96,70.00,3.46,9.00,0.44,0.00,0.00,199.00,9.84
"Census Tract 1375.02, Los Angeles County, California",6037137502,137502,1973,1799,91.18,0.00,0.00,0.00,0.00,48.00,2.43,94.00,4.76
"Census Tract 1375.04, Los Angeles County, California",6037137504,137504,1047,888,84.81,22.00,2.10,0.00,0.00,6.00,0.57,75.00,7.16
"Census Tract 1380, Los Angeles County, California",6037138000,138000,2288,1894,82.78,0.00,0.00,0.00,0.00,10.00,0.44,384.00,16.78
"Census Tract 1390.01, Los Angeles County, California",6037139001,139001,2845,2539,89.24,53.00,1.86,0.00,0.00,50.00,1.76,161.00,5.66
"Census Tract 1392, Los Angeles County, California",6037139200,139200,3044,2685,88.21,73.00,2.40,107.00,3.52,0.00,0.00,149.00,4.89
"Census Tract 1393.01, Los Angeles County, California",6037139301,139301,2336,1874,80.22,48.00,2.05,40.00,1.71,0.00,0.00,334.00,14.30
"Census Tract 1393.02, Los Angeles County, California",6037139302,139302,2293,1883,82.12,255.00,11.12,0.00,0.00,37.00,1.61,96.00,4.19
"Census Tract 1393.03, Los Angeles County, California",6037139303,139303,2076,1720,82.85,219.00,10.55,0.00,0.00,47.00,2.26,66.00,3.18
"Census Tract 1394.01, Los Angeles County, California",6037139401,139401,1256,1052,83.76,38.00,3.03,0.00,0.00,75.00,5.97,59.00,4.70
"Census Tract 1394.02, Los Angeles County, California",6037139402,139402,1003,781,77.87,46.00,4.59,0.00,0.00,0.00,0.00,166.00,16.55
"Census Tract 1395.02, Los Angeles County, California",6037139502,139502,1621,1236,76.25,115.00,7.09,0.00,0.00,43.00,2.65,227.00,14.00
"Census Tract 1395.03, Los Angeles County, California",6037139503,139503,2794,2416,86.47,127.00,4.55,66.00,2.36,0.00,0.00,168.00,6.01
"Census Tract 1395.04, Los Angeles County, California",6037139504,139504,1691,1489,88.05,26.00,1.54,6.00,0.35,45.00,2.66,115.00,6.80
"Census Tract 1396, Los Angeles County, California",6037139600,139600,2386,2127,89.15,11.00,0.46,0.00,0.00,38.00,1.59,161.00,6.75
"Census Tract 1397.01, Los Angeles County, California",6037139701,139701,2415,2050,84.89,60.00,2.48,0.00,0.00,37.00,1.53,260.00,10.77
"Census Tract 1397.02, Los Angeles County, California",6037139702,139702,2431,2106,86.63,23.00,0.95,0.00,0.00,6.00,0.25,296.00,12.18
"Census Tract 1397.03, Los Angeles County, California",6037139703,139703,1351,1199,88.75,0.00,0.00,0.00,0.00,10.00,0.74,134.00,9.92
"Census Tract 1398.01, Los Angeles County, California",6037139801,139801,1459,1213,83.14,22.00,1.51,0.00,0.00,52.00,3.56,152.00,10.42
"Census Tract 1398.02, Los Angeles County, California",6037139802,139802,1752,1510,86.19,6.00,0.34,0.00,0.00,0.00,0.00,236.00,13.47
"Census Tract 1411.01, Los Angeles County, California",6037141101,141101,2943,2628,89.30,100.00,3.40,35.00,1.19,29.00,0.99,133.00,4.52
"Census Tract 1411.02, Los Angeles County, California",6037141102,141102,1718,1381,80.38,87.00,5.06,0.00,0.00,27.00,1.57,201.00,11.70
"Census Tract 1412.01, Los Angeles County, California",6037141201,141201,2515,2101,83.54,118.00,4.69,8.00,0.32,45.00,1.79,218.00,8.67
"Census Tract 1412.02, Los Angeles County, California",6037141202,141202,1571,1228,78.17,30.00,1.91,20.00,1.27,39.00,2.48,248.00,15.79
"Census Tract 1413.02, Los Angeles County, California",6037141302,141302,3503,2863,81.73,75.00,2.14,40.00,1.14,38.00,1.08,444.00,12.67
"Census Tract 1413.03, Los Angeles County, California",6037141303,141303,1861,1634,87.80,48.00,2.58,0.00,0.00,57.00,3.06,113.00,6.07
